index,path,error
731,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (757)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
739,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (762)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
744,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (764)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
747,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (768)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
754,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (775)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
755,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (776)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
756,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (776)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
761,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (779)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
767,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (784)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
770,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (786)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
773,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (789)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
775,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (790)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
777,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (792)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
778,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (792)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
780,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (794)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
782,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (798)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
783,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (799)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
784,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (8)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
786,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (803)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
787,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (804)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
793,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (811)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
796,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (813)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
797,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (814)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
804,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (823)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
814,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (830)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
815,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (831)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
819,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (836)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
820,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (837)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
821,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (838)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
826,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (845)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
828,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (846)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
831,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (849)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
835,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (850)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
836,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (852)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
848,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (864)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
852,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (866)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
854,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (866)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
855,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (867)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
859,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (875)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
861,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (88)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
867,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (883)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
869,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (885)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
870,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (887)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
871,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (887)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
872,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (89)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
875,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (890)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
876,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (891)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
877,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (891)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
879,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (892)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
880,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (895)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
881,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (896)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
882,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (898)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
887,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (905)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
891,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (907)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
895,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (908)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
897,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (909)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
898,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (91)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
901,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (910)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
905,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (912)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
908,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (916)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
909,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (919)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
912,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (92)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
913,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (921)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
916,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (927)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
921,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (934)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
924,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (937)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
929,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (941)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
931,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (941)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
934,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (944)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
936,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (945)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
938,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (947)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
939,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (948)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
945,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (952)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
946,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (953)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
949,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (955)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
950,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (957)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
951,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (958)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
952,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (958)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
955,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (959)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
956,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (96)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
958,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (96)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
960,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (964)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
965,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (969)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
966,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (97)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
967,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (970)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
973,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (975)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
974,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (975)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
976,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (976)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
980,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (980)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
985,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (986)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
993,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (990)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
996,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (996)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
999,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (998)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1007,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (11)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1008,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (11)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1009,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (110)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1012,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (111)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1018,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (118)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1020,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (119)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1023,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (120)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1024,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (121)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1025,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (121)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1026,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (121)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1027,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (124)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1040,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (14)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1041,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (14)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1044,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (142)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1045,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (142)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1046,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (143)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1050,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (147)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1051,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (148)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1055,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (152)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1057,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (154)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1058,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (156)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1059,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (156)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1063,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (157)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1076,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (173)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1077,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (174)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1082,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (179)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1087,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (181)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1094,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (187)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1095,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (188)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1100,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (193)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1101,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (193)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1104,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (196)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1109,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (2)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1121,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (207)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1123,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (21)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1125,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (217)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1131,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (220)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1132,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (221)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1133,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (221)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
